age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
68,10,0,3,1,2812,1,1,2,3,5,392,4,181,3,3,1
35,4,2,1,1,300,0,1,0,9,0,338,4,-1,0,0,0
34,6,0,1,1,560,0,1,0,5,0,198,3,-1,0,0,0
62,5,1,3,1,6,0,1,2,13,7,103,1,182,3,3,1
35,3,0,1,1,152,0,1,0,2,4,563,1,-1,0,0,1
35,4,2,1,1,1609,0,1,0,30,0,288,3,-1,0,0,0
35,6,0,1,1,786,1,0,2,25,1,322,1,-1,0,0,0
32,5,2,3,1,46,0,1,2,14,4,485,2,-1,0,0,1
37,7,0,3,1,0,1,1,0,16,4,637,6,-1,0,0,1
39,4,1,1,1,291,0,1,2,7,0,882,2,-1,0,0,1
43,3,0,3,1,519,0,1,2,18,0,715,6,-1,0,0,0
27,11,2,1,1,91,1,1,1,4,11,157,6,95,37,2,0
30,6,2,1,1,315,0,1,2,14,0,884,3,346,4,1,1
28,4,2,1,1,154,0,1,2,18,6,416,2,-1,0,0,1
19,11,2,1,1,329,1,1,2,22,8,252,2,-1,0,0,1
33,9,0,1,1,335,1,1,2,4,6,891,2,177,7,1,1
44,3,1,1,1,240,0,1,0,8,0,155,2,-1,0,0,0
52,6,0,1,1,1648,0,1,2,19,3,172,3,-1,0,0,0
44,4,0,1,1,2776,0,1,2,27,2,701,1,-1,0,0,1
24,4,2,1,1,598,1,1,2,12,0,762,1,182,2,3,1
44,7,2,3,1,1090,1,1,2,20,8,178,4,93,6,3,1
41,4,0,3,1,63,1,1,2,25,5,36,3,-1,0,0,0
32,7,2,3,1,131,1,1,0,3,4,267,3,-1,0,0,0
34,4,0,1,1,1026,1,1,2,12,3,319,1,100,6,1,0
31,1,2,1,1,726,1,1,2,7,1,719,2,-1,0,0,1
56,3,0,1,1,0,1,1,2,13,5,112,4,-1,0,0,0
31,5,0,3,1,2666,1,1,2,10,3,318,2,97,6,3,1
19,11,2,1,1,394,1,1,2,5,7,327,3,-1,0,0,1
47,8,1,1,1,947,1,1,2,5,6,124,2,-1,0,0,0
33,1,2,0,1,1,0,1,2,20,7,257,1,-1,0,0,0
42,1,0,1,1,165,0,1,0,23,0,333,2,-1,0,0,0
58,4,0,1,1,0,0,1,2,15,1,53,1,-1,0,0,0
41,4,2,0,1,340,0,1,2,13,0,262,1,349,1,1,0
56,1,0,2,1,982,0,0,2,7,0,135,2,-1,0,0,0
38,7,0,3,1,2278,0,0,2,13,0,244,1,-1,0,0,0
59,4,0,1,1,0,1,1,2,29,5,62,2,-1,0,0,0
33,4,2,1,1,2979,1,1,2,5,5,326,2,437,1,1,1
49,6,2,3,1,228,0,1,2,2,10,368,1,-1,0,0,1
48,7,0,1,1,2892,1,1,2,7,1,407,1,385,1,3,1
35,1,0,1,1,860,0,1,0,5,4,884,4,-1,0,0,1
38,5,2,1,1,677,0,1,2,14,0,114,2,-1,0,0,0
48,1,0,1,1,1230,0,1,2,12,3,169,1,196,2,3,1
57,2,0,0,1,625,1,0,0,11,4,867,1,-1,0,0,1
49,6,0,1,1,0,1,1,2,22,5,115,2,-1,0,0,0
31,4,0,1,0,-463,0,1,0,28,0,210,1,-1,0,0,0
39,7,2,3,1,763,1,1,2,22,6,543,1,189,1,1,1
49,1,1,0,1,-9,0,0,0,5,0,389,1,-1,0,0,0
42,4,0,1,1,994,0,1,2,11,5,149,1,78,5,1,1
47,2,2,3,1,3727,1,1,0,12,4,993,6,-1,0,0,1
36,1,1,0,1,0,1,1,2,14,0,543,2,-1,0,0,0
47,6,2,1,1,1693,0,1,2,22,8,608,2,92,4,2,1
49,1,0,0,1,-167,1,1,2,7,1,51,1,-1,0,0,0
36,1,1,1,1,2843,1,1,2,14,5,186,1,-1,0,0,1
55,7,0,2,1,559,1,1,2,28,2,271,2,-1,0,0,0
39,4,0,1,1,1965,0,1,0,2,4,65,1,-1,0,0,0
56,7,0,3,1,171,1,0,1,17,1,610,2,-1,0,0,0
55,7,1,3,1,446,1,1,2,2,6,159,1,-1,0,0,0
47,2,1,1,1,1453,1,1,0,12,4,303,1,-1,0,0,0
32,7,0,1,1,0,1,1,2,20,5,162,4,-1,0,0,0
55,3,0,1,1,244,0,1,2,8,0,171,1,-1,0,0,0
34,4,2,3,1,122,1,1,0,27,0,73,5,-1,0,0,0
48,6,0,1,1,50,1,0,2,21,8,419,1,-1,0,0,1
48,1,1,0,1,183,1,1,0,9,4,940,1,-1,0,0,1
29,8,2,1,1,2424,1,1,2,6,6,93,1,-1,0,0,0
49,4,1,1,1,229,1,1,2,8,5,219,2,-1,0,0,0
51,7,0,3,1,346,1,1,2,12,3,134,2,192,3,1,1
33,3,2,2,1,523,0,1,0,28,0,86,1,-1,0,0,1
66,7,0,2,1,2149,0,1,2,26,0,135,2,90,11,3,1
55,1,0,1,1,2854,0,1,2,7,0,312,1,-1,0,0,0
54,1,1,1,1,615,1,0,2,20,3,230,1,-1,0,0,0
26,6,2,1,1,274,1,1,2,1,7,351,3,-1,0,0,1
30,6,0,1,1,350,1,0,2,9,1,171,5,-1,0,0,0
31,7,2,3,1,3340,1,1,2,15,9,213,2,469,3,3,1
23,11,2,1,1,480,1,1,2,9,6,742,2,182,1,1,1
45,7,0,3,1,786,1,1,2,10,9,84,3,-1,0,0,1
40,6,0,1,1,732,1,1,2,9,9,71,1,139,4,3,0
24,4,2,1,1,409,0,1,0,16,0,912,1,-1,0,0,1
47,6,2,0,1,683,1,1,2,20,3,101,1,-1,0,0,0
40,1,0,1,1,737,0,1,0,30,0,135,2,-1,0,0,0
48,6,0,1,1,660,1,1,2,18,6,318,1,561,2,3,1
49,1,0,0,1,-157,0,1,2,7,1,491,3,-1,0,0,1
38,6,1,1,1,-51,1,0,2,30,2,102,1,-1,0,0,0
48,4,0,1,1,1000,1,1,2,21,3,104,2,-1,0,0,0
49,7,0,3,1,322,1,1,2,6,5,72,4,-1,0,0,0
30,5,2,3,1,432,0,1,2,2,6,402,1,-1,0,0,1
72,10,0,3,1,2,1,1,2,7,5,147,2,-1,0,0,1
28,6,0,1,1,1595,1,1,2,9,9,268,1,254,4,3,1
28,7,2,3,1,502,1,1,2,16,4,136,2,-1,0,0,1
41,6,2,1,1,2002,0,1,2,15,0,172,2,350,1,1,0
29,11,2,1,1,314,1,1,2,13,5,485,3,105,1,3,0
35,6,2,1,1,507,0,1,2,22,1,560,2,-1,0,0,1
29,3,0,1,1,30,0,1,2,23,1,74,3,-1,0,0,0
49,0,0,1,1,687,0,1,2,17,7,772,1,-1,0,0,1
43,5,2,0,1,1337,0,0,2,20,3,632,2,-1,0,0,0
52,1,0,1,1,408,1,1,2,29,2,338,2,-1,0,0,0
38,1,1,1,1,0,0,1,2,11,0,580,1,173,1,1,0
31,3,0,1,1,28,0,1,0,8,0,101,1,-1,0,0,0
31,7,2,3,1,0,1,1,2,25,5,191,5,-1,0,0,0
46,1,0,1,1,922,0,1,1,8,1,576,1,-1,0,0,1
33,3,2,1,1,406,0,1,2,5,6,61,1,275,1,1,0
30,6,2,1,1,270,1,1,2,9,6,123,1,-1,0,0,1
34,2,0,1,0,0,1,1,2,21,5,398,2,-1,0,0,0
29,1,0,1,1,975,0,1,0,27,0,265,2,-1,0,0,0
31,4,0,1,1,-160,0,1,2,14,1,126,6,-1,0,0,0
39,8,0,1,1,2245,1,1,2,21,3,749,2,-1,0,0,1
32,6,0,1,1,0,0,1,2,30,7,177,2,-1,0,0,1
37,1,0,1,1,105,0,1,0,8,0,69,2,-1,0,0,0
38,2,0,1,1,634,1,1,0,11,4,105,4,-1,0,0,0
41,3,0,1,1,2399,0,1,2,15,0,303,2,351,2,1,0
38,7,0,3,1,1354,0,1,2,29,2,50,2,-1,0,0,0
49,2,0,0,1,0,0,1,2,25,1,42,3,-1,0,0,0
31,3,0,1,1,395,1,1,2,25,1,174,3,-1,0,0,0
25,11,2,2,1,277,1,1,2,27,0,311,2,-1,0,0,1
66,10,0,2,1,2540,1,1,1,10,11,441,2,156,1,2,1
43,3,0,0,1,2567,0,1,2,14,0,109,1,360,2,1,0
31,7,2,3,1,0,1,1,2,25,5,101,6,-1,0,0,0
26,1,2,1,1,26,0,0,2,15,0,899,1,-1,0,0,1
36,7,2,3,1,3343,1,1,2,18,3,307,1,-1,0,0,0
33,7,0,3,1,0,0,1,2,9,1,310,1,-1,0,0,0
34,4,0,1,1,133,1,1,2,15,3,401,2,187,5,3,1
40,6,2,1,1,664,1,1,2,19,3,188,2,121,2,3,0
37,3,0,1,1,52,0,1,2,6,9,908,1,185,9,3,1
34,4,0,1,1,1254,1,1,2,6,0,77,3,-1,0,0,0
47,6,0,1,1,1358,0,1,2,14,0,80,4,-1,0,0,0
58,2,0,0,1,260,0,1,1,15,0,71,5,364,3,1,0
34,7,0,3,1,13,0,1,2,21,1,47,1,-1,0,0,0
36,7,0,3,1,96,1,1,2,30,1,729,4,-1,0,0,1
41,6,0,3,1,1536,1,1,2,7,5,273,1,95,2,1,1
46,6,0,1,1,517,0,1,2,5,0,29,3,-1,0,0,0
23,6,2,1,1,1104,0,1,0,12,0,120,2,-1,0,0,0
48,2,2,0,1,46,1,1,2,4,5,118,1,1,3,3,1
59,10,0,0,0,-13,1,1,2,11,5,77,1,-1,0,0,0
38,4,0,3,1,-1,1,1,2,8,5,188,4,-1,0,0,0
57,10,0,1,1,3738,0,1,2,20,1,178,2,92,8,1,1
53,4,0,1,1,284,1,1,2,1,4,781,1,-1,0,0,1
26,3,2,1,1,162,0,1,2,2,10,185,2,130,8,2,0
28,6,2,1,1,19,1,1,2,8,1,78,4,-1,0,0,0
30,6,0,3,1,285,1,1,2,5,6,693,2,-1,0,0,0
31,7,2,3,1,147,1,1,2,9,10,469,1,181,2,3,1
45,7,0,3,1,96,0,1,2,16,1,202,1,-1,0,0,0
54,10,1,0,1,52,1,1,0,19,4,184,3,-1,0,0,0
28,7,2,3,1,80,1,1,2,20,8,676,2,146,2,1,1
32,1,0,1,1,136,1,1,2,16,3,206,1,188,3,3,1
53,5,0,0,1,6,0,1,0,27,0,233,2,-1,0,0,0
34,6,2,1,1,-32,1,0,2,30,7,246,2,-1,0,0,1
24,11,2,1,1,139,1,1,2,9,9,430,4,-1,0,0,1
20,1,2,1,1,423,0,1,2,16,7,498,1,-1,0,0,1
58,3,1,1,1,462,1,1,2,13,3,495,1,93,1,3,1
26,11,2,2,1,826,1,1,2,29,2,177,1,-1,0,0,0
41,0,1,3,1,-413,0,1,0,8,0,170,2,-1,0,0,0
33,3,0,1,1,881,0,1,0,21,0,67,5,-1,0,0,0
34,3,0,1,1,1337,1,1,2,12,5,255,2,104,1,3,1
33,3,0,1,1,255,0,0,2,21,3,588,2,184,2,1,0
56,10,0,1,1,1044,1,1,1,3,1,353,2,-1,0,0,1
46,4,0,2,1,3308,1,1,2,28,1,219,2,-1,0,0,1
38,1,0,1,1,2467,1,1,2,2,4,192,1,-1,0,0,1
38,7,0,1,1,93,1,1,0,3,1,515,2,-1,0,0,0
19,11,2,2,1,108,1,1,2,9,10,273,2,182,1,3,1
51,3,2,1,1,513,0,1,2,29,1,331,2,-1,0,0,0
41,4,2,1,1,30,1,1,0,23,0,1003,1,-1,0,0,0
28,3,2,1,1,168,1,1,2,1,4,347,3,140,2,3,1
38,11,1,3,1,2946,1,1,2,16,4,605,3,-1,0,0,1
56,7,0,3,1,0,1,1,2,19,3,844,2,-1,0,0,0
39,1,0,0,1,2226,0,1,0,6,0,158,1,-1,0,0,0
36,7,0,3,1,3949,1,1,2,28,2,130,2,-1,0,0,1
27,4,2,3,1,3706,0,1,0,16,0,897,1,-1,0,0,1
42,1,0,0,1,260,0,1,1,31,1,175,2,-1,0,0,0
23,6,2,1,1,252,0,1,2,15,0,56,1,-1,0,0,0
28,3,2,1,1,198,1,1,2,5,1,128,2,-1,0,0,1
31,3,2,1,1,1027,1,1,2,2,1,217,3,-1,0,0,1
45,4,0,1,1,0,1,1,1,13,5,99,1,-1,0,0,0
34,7,2,3,0,621,1,1,2,28,5,205,3,-1,0,0,0
50,1,0,0,1,82,1,1,1,5,7,456,1,-1,0,0,1
28,1,2,1,1,-284,0,1,0,12,0,162,1,-1,0,0,0
46,6,2,1,1,596,0,1,2,20,7,138,3,-1,0,0,0
32,6,0,1,1,337,1,1,2,15,0,51,3,368,1,1,0
53,6,2,1,1,2892,1,1,2,9,7,527,3,-1,0,0,1
54,8,0,1,1,582,0,1,2,15,0,693,5,372,2,1,1
36,7,0,3,1,-115,0,1,2,16,7,297,4,182,2,2,1
37,7,0,3,1,1276,1,1,2,14,5,156,2,-1,0,0,1
56,7,1,3,1,722,1,1,2,19,6,134,3,94,2,1,0
59,10,1,1,1,21,0,1,1,19,3,121,2,-1,0,0,0
26,8,2,1,1,632,1,1,2,12,6,218,1,-1,0,0,1
51,7,0,3,1,2455,0,1,2,21,1,553,1,-1,0,0,1
42,1,0,0,1,-67,0,1,0,9,0,128,1,-1,0,0,0
40,7,0,3,1,917,0,1,0,20,0,292,1,-1,0,0,0
40,5,0,1,1,0,1,1,0,19,4,61,1,-1,0,0,0
64,0,0,3,1,2331,1,1,1,9,3,201,1,-1,0,0,1
27,7,2,3,1,703,0,1,0,5,4,590,3,-1,0,0,1
32,3,2,1,1,1659,0,1,0,30,0,120,6,-1,0,0,0
58,6,0,1,1,169,1,1,2,13,5,880,1,92,8,3,1
47,6,0,1,1,829,0,0,0,14,0,339,1,-1,0,0,0
34,7,0,3,1,589,1,1,2,19,7,125,2,-1,0,0,1
48,10,0,3,1,4,1,0,2,23,1,70,5,-1,0,0,0
37,4,0,3,1,122,1,1,2,25,4,266,2,318,3,2,1
33,4,2,3,1,2565,0,1,2,13,0,128,2,-1,0,0,0
40,8,1,1,1,991,0,1,0,12,4,316,2,-1,0,0,0
29,1,0,1,1,-312,0,0,2,14,0,130,2,-1,0,0,0
36,5,2,3,1,583,1,1,2,30,2,859,1,235,1,2,0
35,1,2,0,1,1147,0,0,1,7,0,29,1,-1,0,0,0
43,8,0,1,1,553,1,1,1,4,6,125,1,-1,0,0,0
47,7,0,2,1,1128,1,1,2,28,2,65,2,-1,0,0,0
40,1,0,0,1,2805,0,1,2,14,0,173,6,353,23,1,0
44,1,0,0,1,0,0,0,2,21,3,32,2,116,3,2,0
54,2,0,0,1,127,1,1,2,19,5,176,4,-1,0,0,0
27,1,0,3,1,335,0,1,0,26,4,519,3,-1,0,0,1
39,0,0,3,1,2644,0,1,0,20,0,253,1,-1,0,0,0
34,1,0,1,1,2994,0,1,2,15,0,358,1,176,1,1,0
37,1,0,0,1,461,0,1,0,30,0,272,2,-1,0,0,0
31,7,1,3,1,-6,1,0,2,22,5,119,6,-1,0,0,0
56,8,0,1,1,12,1,1,2,12,8,511,3,187,1,1,1
39,1,0,1,1,171,0,0,2,8,0,153,1,353,1,1,0
51,4,0,1,1,117,1,1,2,18,6,442,2,-1,0,0,1
35,1,0,0,1,159,0,0,2,12,0,826,1,-1,0,0,1
41,1,0,1,1,140,0,1,2,29,2,636,2,-1,0,0,0
49,5,2,3,1,-341,1,0,2,18,3,920,2,-1,0,0,0
31,7,0,3,1,216,1,1,2,22,1,47,1,-1,0,0,0
56,3,0,1,1,1150,1,0,2,17,3,107,1,117,3,1,0
40,4,0,1,1,2266,1,1,2,26,0,175,3,89,7,2,1
33,3,0,1,1,-384,0,1,2,9,1,125,1,-1,0,0,0
35,7,0,3,1,43,0,1,2,20,7,860,1,-1,0,0,1
52,4,0,1,1,137,1,1,2,6,1,227,2,-1,0,0,1
39,6,0,1,1,1595,0,1,0,5,4,102,2,-1,0,0,0
33,4,0,1,1,180,1,1,2,4,5,561,1,435,3,1,1
23,11,2,1,1,1234,1,1,2,15,6,379,1,91,1,3,1
39,3,0,1,1,53,1,1,0,5,10,257,1,394,1,1,1
30,4,2,3,1,178,1,1,2,17,1,656,3,-1,0,0,1
51,4,0,3,1,0,1,1,2,7,0,662,2,66,2,3,1
37,6,2,1,1,796,0,1,1,29,2,143,3,-1,0,0,0
55,4,0,1,0,-308,1,1,2,2,6,781,1,-1,0,0,1
33,4,2,1,1,151,0,1,2,20,7,104,3,236,6,1,0
35,7,0,3,1,16,1,1,2,19,3,185,1,-1,0,0,0
42,8,0,0,0,-581,0,1,2,13,0,224,1,370,2,1,0
57,6,0,1,1,808,1,1,2,14,1,417,3,-1,0,0,0
33,7,0,3,1,2044,0,1,2,15,0,102,3,177,1,1,0
32,6,0,3,1,390,0,0,2,5,0,100,1,243,1,2,0
57,2,0,0,1,1969,1,1,2,14,5,286,3,-1,0,0,0
32,7,0,3,1,927,1,1,2,8,8,282,1,-1,0,0,0
28,11,2,3,1,3,1,1,2,11,3,135,2,148,1,2,0
48,7,2,3,1,86,1,1,2,28,4,281,3,186,6,2,1
39,4,2,1,1,1685,0,1,2,8,0,319,1,368,1,1,0
55,7,0,0,1,113,1,1,2,12,5,306,1,457,3,1,1
59,7,1,3,1,258,0,1,2,20,7,33,1,173,1,3,0
35,6,0,1,1,2374,0,1,2,11,5,765,2,183,5,3,1
50,0,0,1,1,1857,1,0,0,19,4,26,2,-1,0,0,0
36,4,0,1,1,480,1,1,2,20,8,213,1,-1,0,0,1
35,7,2,3,1,995,1,1,2,5,6,39,1,-1,0,0,0
48,2,2,0,1,46,1,1,2,3,5,113,2,180,1,1,1
32,6,2,3,1,291,1,1,1,28,2,223,6,275,5,2,0
41,1,0,1,1,923,0,1,0,14,0,249,2,-1,0,0,0
29,11,2,1,1,314,1,1,2,7,11,415,2,116,4,1,1
28,7,2,3,1,1808,1,1,2,30,7,309,1,-1,0,0,1
30,1,0,1,1,364,0,0,2,4,6,331,1,-1,0,0,0
31,8,2,1,1,582,0,1,2,5,4,548,2,-1,0,0,1
52,10,0,0,1,6,1,1,2,22,5,82,2,-1,0,0,0
39,4,2,2,1,0,0,1,0,7,0,130,1,-1,0,0,0
27,6,2,1,1,15,1,0,2,21,1,177,1,-1,0,0,0
40,6,2,1,1,2040,0,1,2,18,0,906,2,350,2,1,1
45,1,0,0,1,803,0,1,2,4,0,742,4,-1,0,0,1
31,8,2,1,1,315,1,1,2,30,2,130,1,2,1,2,0
64,8,1,1,1,588,1,1,2,8,10,409,1,-1,0,0,1
53,5,0,1,1,534,0,1,2,29,1,115,4,-1,0,0,0
40,1,0,1,1,746,0,0,2,2,6,241,1,262,3,2,0
45,9,1,2,1,0,1,1,2,21,7,278,3,-1,0,0,1
33,3,1,2,1,392,0,1,2,15,1,753,4,-1,0,0,0
31,8,0,1,1,86,0,0,0,3,4,963,2,-1,0,0,1
44,7,0,3,1,0,1,1,0,13,0,27,1,-1,0,0,0
38,7,0,3,1,-498,1,1,2,14,5,85,6,-1,0,0,0
51,1,0,0,1,201,0,1,2,17,1,582,2,-1,0,0,1
46,6,2,2,1,306,0,1,2,11,0,289,5,-1,0,0,0
29,2,2,3,1,19,1,1,2,4,0,268,1,88,4,3,1
40,7,0,3,1,193,1,1,2,18,5,105,6,-1,0,0,0
36,4,1,1,1,3158,0,1,2,3,4,144,2,-1,0,0,1
57,6,2,1,1,3551,0,1,2,12,0,458,1,-1,0,0,1
39,1,2,1,1,1672,0,1,2,20,7,462,1,648,1,1,1
68,10,0,3,1,2820,1,1,2,5,10,158,1,92,3,3,0
59,2,1,3,1,0,1,1,2,20,7,379,1,332,2,2,0
46,0,1,1,1,-563,1,0,2,15,1,769,4,-1,0,0,1
40,1,2,1,1,82,0,1,2,13,0,135,6,370,5,1,0
52,1,0,0,1,36,1,1,2,13,5,109,2,-1,0,0,0
45,1,0,2,1,-320,0,1,0,28,0,204,3,-1,0,0,0
50,1,0,0,1,1064,0,1,2,8,5,31,2,-1,0,0,0
51,4,0,3,1,1533,1,1,0,18,4,242,2,-1,0,0,0
35,1,2,1,1,40,0,1,0,9,0,617,4,-1,0,0,1
40,6,0,1,1,260,0,1,2,13,0,306,1,181,5,3,1
27,7,2,3,1,2489,1,1,2,15,1,323,2,163,2,2,1
27,3,2,1,1,195,0,1,2,25,6,416,3,-1,0,0,1
72,10,0,1,1,2850,1,1,2,16,8,131,2,241,1,3,0
41,1,1,0,1,664,1,0,2,15,1,955,5,-1,0,0,1
35,4,0,3,1,633,0,0,2,2,6,76,3,5,3,2,0
70,10,0,1,1,2575,1,1,1,20,7,216,2,-1,0,0,1
25,6,2,3,1,1141,0,1,2,5,0,718,1,347,1,1,0
28,1,2,1,1,1285,1,1,1,30,2,199,2,2,17,2,0
58,7,0,1,1,2155,1,0,2,11,5,248,2,182,7,3,1
25,3,2,1,1,382,0,1,0,13,0,392,1,-1,0,0,0
31,6,0,1,1,1229,1,1,2,12,7,176,1,-1,0,0,1
56,7,0,3,1,616,1,1,2,30,7,225,1,83,1,3,1
51,10,0,3,1,580,1,1,2,19,3,694,2,-1,0,0,1
33,5,0,1,1,409,1,1,2,8,9,165,1,97,4,3,1
45,6,0,1,0,-106,0,0,2,7,0,553,3,288,1,2,1
56,7,0,0,1,-155,0,1,2,17,3,282,1,-1,0,0,0
37,6,1,1,1,3975,0,1,2,11,0,163,2,-1,0,0,0
22,11,2,2,1,549,1,1,2,2,9,154,1,-1,0,0,0
34,7,0,3,1,3402,1,1,2,3,4,88,2,-1,0,0,0
33,7,0,1,1,588,0,1,2,18,0,11,5,-1,0,0,0
44,1,2,0,1,1308,1,0,0,19,4,161,1,-1,0,0,0
36,7,0,3,1,928,0,1,2,20,7,239,1,-1,0,0,0
36,1,0,1,1,153,0,1,2,8,0,263,1,171,2,1,0
52,4,0,1,1,117,1,1,2,26,6,959,3,186,6,3,1
48,7,0,1,1,0,0,1,1,23,1,90,2,-1,0,0,0
35,6,0,1,1,1345,0,1,2,23,1,135,1,-1,0,0,0
25,6,2,1,1,1871,1,1,2,8,9,260,1,96,1,3,1
43,2,2,0,1,24,1,1,2,31,1,35,2,-1,0,0,0
47,4,0,1,1,321,0,0,0,4,1,111,1,-1,0,0,0
60,6,0,1,1,3735,1,1,2,22,9,183,1,184,11,3,1
26,7,2,3,1,1004,0,1,0,30,0,228,2,-1,0,0,1
55,6,0,2,1,2038,1,1,2,9,7,394,1,-1,0,0,1
46,6,0,1,1,0,0,0,2,20,7,239,2,259,2,1,0
28,4,2,1,1,598,0,1,2,2,10,177,1,288,2,1,1
38,1,2,0,1,947,0,1,2,12,0,361,2,-1,0,0,0
31,2,0,0,1,2603,0,1,2,18,3,224,1,-1,0,0,0
43,7,1,3,1,36,1,1,2,13,6,61,1,193,1,1,0
32,7,2,3,1,520,1,1,2,3,6,443,2,-1,0,0,1
49,0,0,3,1,384,1,1,0,11,4,64,1,-1,0,0,0
52,4,0,3,1,523,0,0,2,8,1,113,1,-1,0,0,0
49,4,0,3,1,523,0,1,2,2,4,712,1,60,3,1,1
20,11,2,1,1,153,1,1,0,21,4,100,1,-1,0,0,1
28,2,2,3,1,19,1,1,2,17,7,149,1,-1,0,0,1
39,3,0,1,1,1970,0,1,0,8,4,30,1,404,2,3,0
34,4,2,1,1,692,0,1,0,20,0,254,1,-1,0,0,0
34,4,2,3,1,2733,1,1,2,14,1,604,1,-1,0,0,1
48,7,2,3,1,334,0,1,2,28,9,600,2,92,12,3,1
45,10,1,1,1,1735,1,0,0,17,4,306,1,-1,0,0,0
33,7,0,3,1,1047,1,1,2,8,5,512,4,-1,0,0,1
37,1,0,1,1,509,0,1,2,20,7,172,1,-1,0,0,0
55,10,1,1,1,282,0,1,0,5,4,99,2,-1,0,0,0
31,7,2,3,1,18,1,1,2,8,5,82,2,-1,0,0,0
30,4,2,3,1,411,1,1,2,22,8,127,3,149,2,1,1
26,8,2,3,1,3466,1,1,2,6,8,275,2,-1,0,0,1
30,6,2,1,1,186,0,1,2,13,0,390,1,-1,0,0,0
26,1,2,1,1,82,0,1,0,9,0,654,1,-1,0,0,1
43,3,0,1,1,2478,0,1,2,28,2,347,1,230,1,1,0
29,1,0,1,1,0,0,1,2,11,0,116,6,-1,0,0,0
39,4,0,1,1,-1451,0,0,2,30,1,65,5,-1,0,0,0
52,4,0,1,1,371,0,0,2,21,8,453,1,183,3,3,1
53,7,0,3,1,1348,1,0,2,17,1,120,3,-1,0,0,0
31,3,2,1,1,222,0,1,2,13,0,168,2,-1,0,0,0
42,1,0,1,1,634,0,1,2,24,1,256,2,-1,0,0,0
26,8,2,3,1,3511,1,1,2,30,7,439,2,-1,0,0,1
34,8,0,1,1,978,1,1,2,3,4,262,2,71,1,3,1
56,5,0,3,0,0,1,1,2,19,3,122,1,-1,0,0,0
29,7,2,3,1,985,0,1,2,23,1,396,2,-1,0,0,1
43,8,0,1,1,1943,0,1,2,18,3,202,2,-1,0,0,0
60,4,0,1,1,116,1,1,2,11,5,329,2,181,8,3,1
48,5,0,1,1,1559,1,1,2,4,6,130,2,-1,0,0,0
34,2,2,0,1,443,1,1,2,30,2,10,1,2,1,2,0
49,1,1,1,0,259,1,1,0,16,0,283,2,-1,0,0,0
42,1,0,2,1,149,0,1,1,23,1,329,3,-1,0,0,0
50,3,0,1,1,3169,1,1,2,13,5,399,1,430,1,1,1
33,6,2,3,1,146,1,1,2,23,1,351,3,-1,0,0,1
22,11,2,1,1,23,1,1,2,27,8,137,1,-1,0,0,1
37,4,2,3,1,197,1,1,2,15,6,531,1,91,2,3,1
33,7,2,3,1,87,1,1,2,12,5,978,1,-1,0,0,1
48,7,0,3,1,0,0,1,2,6,9,194,2,125,6,1,1
34,7,0,3,1,589,1,1,2,1,9,300,1,44,3,2,1
28,7,2,1,1,1633,1,1,2,5,4,275,1,-1,0,0,1
56,6,0,1,1,33,1,0,2,19,3,111,1,-1,0,0,0
30,6,1,1,1,370,0,1,0,15,0,160,1,-1,0,0,0
58,9,0,2,1,68,1,1,2,2,7,268,1,-1,0,0,1
41,7,0,1,1,456,0,1,2,11,5,734,4,-1,0,0,1
43,8,1,1,1,0,0,1,2,24,1,229,2,-1,0,0,0
46,6,0,1,1,1252,0,0,2,17,3,59,1,-1,0,0,0
27,9,2,2,1,326,1,1,2,22,6,326,1,-1,0,0,1
60,4,0,1,1,824,0,1,2,9,5,265,1,181,8,3,1
35,6,0,1,1,907,1,0,0,2,1,97,4,-1,0,0,0
58,7,0,3,1,1227,1,1,2,8,9,400,2,95,1,3,1
43,6,0,1,1,817,0,0,2,21,3,51,1,-1,0,0,0
46,7,2,3,1,2044,1,1,1,4,6,25,1,-1,0,0,0
42,4,0,3,1,921,1,1,2,5,5,531,3,-1,0,0,1
26,7,2,3,1,155,0,1,2,27,0,74,4,43,5,2,0
55,4,0,1,1,570,1,1,2,27,5,94,6,-1,0,0,0
34,7,2,3,1,-292,0,1,2,19,5,181,6,-1,0,0,0
61,1,0,0,1,5,1,1,2,6,5,562,2,94,3,3,1
49,7,0,1,1,99,0,1,2,6,0,687,2,343,1,1,1
58,8,0,1,1,610,0,1,1,29,1,246,2,-1,0,0,0
30,4,0,1,1,1011,0,1,0,16,0,109,1,-1,0,0,0
33,1,0,1,1,395,0,1,0,2,4,122,1,-1,0,0,0
31,7,2,1,1,1088,0,1,2,8,7,575,2,-1,0,0,1
35,8,0,1,1,978,1,1,2,29,4,660,2,182,6,3,1
26,11,2,1,1,620,1,1,2,22,0,223,1,94,1,3,1
29,11,2,1,1,314,1,1,2,30,7,465,1,-1,0,0,1
39,7,2,3,1,307,1,1,2,22,0,182,2,-1,0,0,1
61,6,0,1,1,1046,0,1,2,21,5,158,1,-1,0,0,1
49,7,0,3,1,350,1,1,2,12,5,238,6,-1,0,0,0
25,3,2,1,1,895,0,1,0,3,4,167,1,-1,0,0,0
50,9,0,0,1,341,0,0,2,20,7,670,4,340,2,3,1
33,7,0,3,1,133,0,1,0,26,0,308,4,-1,0,0,0
42,6,1,1,1,0,0,1,0,7,0,229,2,-1,0,0,0
